model,file,token_count,iso_script,iso_639_3,script,name,cc_pages,speakers,script_prevalence,cc_spk_rank
mistralai/Ministral-3-8B-Instruct-2512,mya_Mymr.dev,86596,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
microsoft/phi-4,mya_Mymr.dev,301676,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
Qwen/Qwen3-8B,mya_Mymr.dev,235490,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
moonshotai/Kimi-K3,mya_Mymr.dev,91318,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mya_Mymr.dev,1033,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
meta-llama/Llama-2-7b-hf,mya_Mymr.dev,247666,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,mya_Mymr.dev,86596,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
CohereLabs/aya-expanse-8b,mya_Mymr.dev,228899,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
deepseek-ai/DeepSeek-V4.1-Flash,mya_Mymr.dev,137230,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
meta-models/Muse-Glimmer-30B,mya_Mymr.dev,81536,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
google/gemma-4-E4B-it,mya_Mymr.dev,63016,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
ibm-granite/granite-4.1-3b,mya_Mymr.dev,301676,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
facebook/nllb-200-3.3B,mya_Mymr.dev,46071,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
CohereLabs/c4ai-command-r-08-2024,mya_Mymr.dev,228899,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
gpt-5,mya_Mymr.dev,81135,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
gpt-6-astra,mya_Mymr.dev,81135,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
claude-opus-4-8,mya_Mymr.dev,165353,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
claude-fable-5,mya_Mymr.dev,165353,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
gemini-3.1-pro-preview,mya_Mymr.dev,63017,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
gemini-3.8-flash,mya_Mymr.dev,63017,mya_Mymr,mya,Mymr,Myanmar (Burmese),322595.0,36000000.0,,63
openai/gpt-oss-20b,nld_Latn.dev,31666,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
CohereLabs/command-a-plus-05-2026-bf16,nld_Latn.dev,35830,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
meta-llama/Llama-4-Scout-17B-16E-Instruct,nld_Latn.dev,34033,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
zai-org/GLM-5.3,nld_Latn.dev,38753,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
google/gemma-3-4b-it,nld_Latn.dev,36329,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,nld_Latn.dev,43910,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
ibm-granite/granite-4.1-8b,nld_Latn.dev,41022,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
CohereLabs/c4ai-command-a-03-2025,nld_Latn.dev,33370,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
Qwen/Qwen3.6-35B-A3B,nld_Latn.dev,36714,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
facebook/nllb-moe-54b,nld_Latn.dev,34403,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nld_Latn.dev,37197,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
meta-llama/Llama-3.3-70B-Instruct,nld_Latn.dev,40877,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
allenai/Olmo-3-1125-32B,nld_Latn.dev,41022,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
allenai/Olmo-3.1-32B-Instruct,nld_Latn.dev,41022,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
meta-llama/Llama-3.2-3B-Instruct,nld_Latn.dev,40877,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nld_Latn.dev,41395,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
CohereLabs/tiny-aya-base,nld_Latn.dev,35586,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
deepseek-ai/DeepSeek-V4-Flash,nld_Latn.dev,38106,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
tiiuae/Falcon3-7B-Instruct,nld_Latn.dev,47045,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
mistralai/Ministral-3-8B-Instruct-2512,nld_Latn.dev,37197,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
microsoft/phi-4,nld_Latn.dev,41022,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
Qwen/Qwen3-8B,nld_Latn.dev,41395,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
moonshotai/Kimi-K3,nld_Latn.dev,43228,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nld_Latn.dev,43295,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
meta-llama/Llama-2-7b-hf,nld_Latn.dev,44439,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nld_Latn.dev,37197,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
CohereLabs/aya-expanse-8b,nld_Latn.dev,33368,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
deepseek-ai/DeepSeek-V4.1-Flash,nld_Latn.dev,38106,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
meta-models/Muse-Glimmer-30B,nld_Latn.dev,34033,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
google/gemma-4-E4B-it,nld_Latn.dev,36328,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
ibm-granite/granite-4.1-3b,nld_Latn.dev,41022,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
facebook/nllb-200-3.3B,nld_Latn.dev,34403,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
CohereLabs/c4ai-command-r-08-2024,nld_Latn.dev,33368,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
gpt-5,nld_Latn.dev,31672,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
gpt-6-astra,nld_Latn.dev,31672,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
claude-opus-4-8,nld_Latn.dev,62334,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
claude-fable-5,nld_Latn.dev,62334,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
gemini-3.1-pro-preview,nld_Latn.dev,36329,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
gemini-3.8-flash,nld_Latn.dev,36329,nld_Latn,nld,Latn,Dutch,38669608.0,24085200.0,,12
openai/gpt-oss-20b,nno_Latn.dev,35960,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
CohereLabs/command-a-plus-05-2026-bf16,nno_Latn.dev,35750,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
meta-llama/Llama-4-Scout-17B-16E-Instruct,nno_Latn.dev,37373,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
zai-org/GLM-5.3,nno_Latn.dev,40883,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
google/gemma-3-4b-it,nno_Latn.dev,39045,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,nno_Latn.dev,43535,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
ibm-granite/granite-4.1-8b,nno_Latn.dev,42245,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
CohereLabs/c4ai-command-a-03-2025,nno_Latn.dev,42963,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
Qwen/Qwen3.6-35B-A3B,nno_Latn.dev,39370,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
facebook/nllb-moe-54b,nno_Latn.dev,33628,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nno_Latn.dev,38937,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
meta-llama/Llama-3.3-70B-Instruct,nno_Latn.dev,41991,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
allenai/Olmo-3-1125-32B,nno_Latn.dev,42245,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
allenai/Olmo-3.1-32B-Instruct,nno_Latn.dev,42245,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
meta-llama/Llama-3.2-3B-Instruct,nno_Latn.dev,41991,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nno_Latn.dev,42707,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
CohereLabs/tiny-aya-base,nno_Latn.dev,36618,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
deepseek-ai/DeepSeek-V4-Flash,nno_Latn.dev,41617,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
tiiuae/Falcon3-7B-Instruct,nno_Latn.dev,45978,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
mistralai/Ministral-3-8B-Instruct-2512,nno_Latn.dev,38937,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
microsoft/phi-4,nno_Latn.dev,42245,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
Qwen/Qwen3-8B,nno_Latn.dev,42707,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
moonshotai/Kimi-K3,nno_Latn.dev,43961,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nno_Latn.dev,42870,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
meta-llama/Llama-2-7b-hf,nno_Latn.dev,46778,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nno_Latn.dev,38937,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
CohereLabs/aya-expanse-8b,nno_Latn.dev,42961,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
deepseek-ai/DeepSeek-V4.1-Flash,nno_Latn.dev,41617,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
meta-models/Muse-Glimmer-30B,nno_Latn.dev,37373,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
google/gemma-4-E4B-it,nno_Latn.dev,39044,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
ibm-granite/granite-4.1-3b,nno_Latn.dev,42245,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
facebook/nllb-200-3.3B,nno_Latn.dev,33628,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
CohereLabs/c4ai-command-r-08-2024,nno_Latn.dev,42961,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
gpt-5,nno_Latn.dev,35966,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
gpt-6-astra,nno_Latn.dev,35966,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
claude-opus-4-8,nno_Latn.dev,57880,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
claude-fable-5,nno_Latn.dev,57880,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
gemini-3.1-pro-preview,nno_Latn.dev,39045,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
gemini-3.8-flash,nno_Latn.dev,39045,nno_Latn,nno,Latn,Norwegian Nynorsk,287645.0,1400000.0,,64
openai/gpt-oss-20b,nob_Latn.dev,34603,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
CohereLabs/command-a-plus-05-2026-bf16,nob_Latn.dev,33537,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
meta-llama/Llama-4-Scout-17B-16E-Instruct,nob_Latn.dev,35540,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
zai-org/GLM-5.3,nob_Latn.dev,39126,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
google/gemma-3-4b-it,nob_Latn.dev,37166,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,nob_Latn.dev,42446,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
ibm-granite/granite-4.1-8b,nob_Latn.dev,40382,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
CohereLabs/c4ai-command-a-03-2025,nob_Latn.dev,42051,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
Qwen/Qwen3.6-35B-A3B,nob_Latn.dev,37312,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
facebook/nllb-moe-54b,nob_Latn.dev,31969,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nob_Latn.dev,37634,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
meta-llama/Llama-3.3-70B-Instruct,nob_Latn.dev,40166,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
allenai/Olmo-3-1125-32B,nob_Latn.dev,40382,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
allenai/Olmo-3.1-32B-Instruct,nob_Latn.dev,40382,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
meta-llama/Llama-3.2-3B-Instruct,nob_Latn.dev,40166,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nob_Latn.dev,40857,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
CohereLabs/tiny-aya-base,nob_Latn.dev,34784,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
deepseek-ai/DeepSeek-V4-Flash,nob_Latn.dev,39883,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
tiiuae/Falcon3-7B-Instruct,nob_Latn.dev,45066,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
mistralai/Ministral-3-8B-Instruct-2512,nob_Latn.dev,37634,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
microsoft/phi-4,nob_Latn.dev,40382,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
Qwen/Qwen3-8B,nob_Latn.dev,40857,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
moonshotai/Kimi-K3,nob_Latn.dev,42868,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nob_Latn.dev,41785,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
meta-llama/Llama-2-7b-hf,nob_Latn.dev,45394,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nob_Latn.dev,37634,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
CohereLabs/aya-expanse-8b,nob_Latn.dev,42049,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
deepseek-ai/DeepSeek-V4.1-Flash,nob_Latn.dev,39883,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
meta-models/Muse-Glimmer-30B,nob_Latn.dev,35540,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
google/gemma-4-E4B-it,nob_Latn.dev,37165,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
ibm-granite/granite-4.1-3b,nob_Latn.dev,40382,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
facebook/nllb-200-3.3B,nob_Latn.dev,31969,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
CohereLabs/c4ai-command-r-08-2024,nob_Latn.dev,42049,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
gpt-5,nob_Latn.dev,34609,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
gpt-6-astra,nob_Latn.dev,34609,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
claude-opus-4-8,nob_Latn.dev,56359,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
claude-fable-5,nob_Latn.dev,56359,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
gemini-3.1-pro-preview,nob_Latn.dev,37166,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
gemini-3.8-flash,nob_Latn.dev,37166,nob_Latn,nob,Latn,Norwegian Bokmål,6991399.0,10501500.0,,30
openai/gpt-oss-20b,npi_Deva.dev,41314,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
CohereLabs/command-a-plus-05-2026-bf16,npi_Deva.dev,55442,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
meta-llama/Llama-4-Scout-17B-16E-Instruct,npi_Deva.dev,47028,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
zai-org/GLM-5.3,npi_Deva.dev,113604,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
google/gemma-3-4b-it,npi_Deva.dev,40579,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,npi_Deva.dev,1778,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
ibm-granite/granite-4.1-8b,npi_Deva.dev,124078,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
CohereLabs/c4ai-command-a-03-2025,npi_Deva.dev,90510,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
Qwen/Qwen3.6-35B-A3B,npi_Deva.dev,83969,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
facebook/nllb-moe-54b,npi_Deva.dev,34263,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,npi_Deva.dev,56832,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
meta-llama/Llama-3.3-70B-Instruct,npi_Deva.dev,67091,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
allenai/Olmo-3-1125-32B,npi_Deva.dev,124078,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
allenai/Olmo-3.1-32B-Instruct,npi_Deva.dev,124078,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
meta-llama/Llama-3.2-3B-Instruct,npi_Deva.dev,67091,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,npi_Deva.dev,117001,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
CohereLabs/tiny-aya-base,npi_Deva.dev,92971,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
deepseek-ai/DeepSeek-V4-Flash,npi_Deva.dev,76775,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
tiiuae/Falcon3-7B-Instruct,npi_Deva.dev,132064,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
mistralai/Ministral-3-8B-Instruct-2512,npi_Deva.dev,56832,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
microsoft/phi-4,npi_Deva.dev,124078,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
Qwen/Qwen3-8B,npi_Deva.dev,117001,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
moonshotai/Kimi-K3,npi_Deva.dev,73318,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,npi_Deva.dev,1297,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
meta-llama/Llama-2-7b-hf,npi_Deva.dev,132623,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,npi_Deva.dev,56832,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
CohereLabs/aya-expanse-8b,npi_Deva.dev,90508,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
deepseek-ai/DeepSeek-V4.1-Flash,npi_Deva.dev,76775,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
meta-models/Muse-Glimmer-30B,npi_Deva.dev,47028,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
google/gemma-4-E4B-it,npi_Deva.dev,40578,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
ibm-granite/granite-4.1-3b,npi_Deva.dev,124078,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
facebook/nllb-200-3.3B,npi_Deva.dev,34263,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
CohereLabs/c4ai-command-r-08-2024,npi_Deva.dev,90508,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
gpt-5,npi_Deva.dev,41320,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
gpt-6-astra,npi_Deva.dev,41320,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
claude-opus-4-8,npi_Deva.dev,96831,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
claude-fable-5,npi_Deva.dev,96831,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
gemini-3.1-pro-preview,npi_Deva.dev,40579,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
gemini-3.8-flash,npi_Deva.dev,40579,npi_Deva,npi,Deva,Nepali,1326179.0,16000000.0,,43
openai/gpt-oss-20b,nso_Latn.dev,47545,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
CohereLabs/command-a-plus-05-2026-bf16,nso_Latn.dev,51568,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
meta-llama/Llama-4-Scout-17B-16E-Instruct,nso_Latn.dev,51673,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
zai-org/GLM-5.3,nso_Latn.dev,55217,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
google/gemma-3-4b-it,nso_Latn.dev,52379,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,nso_Latn.dev,47971,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
ibm-granite/granite-4.1-8b,nso_Latn.dev,56382,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
CohereLabs/c4ai-command-a-03-2025,nso_Latn.dev,53501,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
Qwen/Qwen3.6-35B-A3B,nso_Latn.dev,54208,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
facebook/nllb-moe-54b,nso_Latn.dev,39226,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nso_Latn.dev,54424,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
meta-llama/Llama-3.3-70B-Instruct,nso_Latn.dev,55443,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
allenai/Olmo-3-1125-32B,nso_Latn.dev,56382,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
allenai/Olmo-3.1-32B-Instruct,nso_Latn.dev,56382,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
meta-llama/Llama-3.2-3B-Instruct,nso_Latn.dev,55443,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,nso_Latn.dev,56836,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
CohereLabs/tiny-aya-base,nso_Latn.dev,52866,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
deepseek-ai/DeepSeek-V4-Flash,nso_Latn.dev,54545,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
tiiuae/Falcon3-7B-Instruct,nso_Latn.dev,57184,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
mistralai/Ministral-3-8B-Instruct-2512,nso_Latn.dev,54424,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
microsoft/phi-4,nso_Latn.dev,56382,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
Qwen/Qwen3-8B,nso_Latn.dev,56836,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
moonshotai/Kimi-K3,nso_Latn.dev,55478,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nso_Latn.dev,47111,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
meta-llama/Llama-2-7b-hf,nso_Latn.dev,60816,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nso_Latn.dev,54424,nso_Latn,nso,Latn,Sepedi,2460.0,5300000.0,,126
