model,file,token_count
Qwen/Qwen3-8B,lua_Latn.dev,50316
Qwen/Qwen3-8B,lug_Latn.dev,50953
Qwen/Qwen3-8B,luo_Latn.dev,47717
Qwen/Qwen3-8B,lus_Latn.dev,50561
Qwen/Qwen3-8B,lvs_Latn.dev,60198
Qwen/Qwen3-8B,mag_Deva.dev,110988
Qwen/Qwen3-8B,mai_Deva.dev,116096
Qwen/Qwen3-8B,mal_Mlym.dev,189941
Qwen/Qwen3-8B,mar_Deva.dev,120915
Qwen/Qwen3-8B,min_Arab.dev,72146
Qwen/Qwen3-8B,min_Latn.dev,45810
Qwen/Qwen3-8B,mkd_Cyrl.dev,59206
Qwen/Qwen3-8B,mlt_Latn.dev,58348
Qwen/Qwen3-8B,mni_Beng.dev,146930
Qwen/Qwen3-8B,mos_Latn.dev,54663
Qwen/Qwen3-8B,mri_Latn.dev,60928
Qwen/Qwen3-8B,mya_Mymr.dev,235490
Qwen/Qwen3-8B,nld_Latn.dev,41395
Qwen/Qwen3-8B,nno_Latn.dev,42707
Qwen/Qwen3-8B,nob_Latn.dev,40857
Qwen/Qwen3-8B,npi_Deva.dev,117001
Qwen/Qwen3-8B,nso_Latn.dev,56836
Qwen/Qwen3-8B,nus_Latn.dev,88401
Qwen/Qwen3-8B,nya_Latn.dev,54289
Qwen/Qwen3-8B,oci_Latn.dev,47302
Qwen/Qwen3-8B,ory_Orya.dev,257119
Qwen/Qwen3-8B,pag_Latn.dev,41308
Qwen/Qwen3-8B,pan_Guru.dev,191308
Qwen/Qwen3-8B,pap_Latn.dev,45494
Qwen/Qwen3-8B,pbt_Arab.dev,76910
Qwen/Qwen3-8B,pes_Arab.dev,68158
Qwen/Qwen3-8B,plt_Latn.dev,58601
Qwen/Qwen3-8B,pol_Latn.dev,46466
Qwen/Qwen3-8B,por_Latn.dev,38232
Qwen/Qwen3-8B,prs_Arab.dev,65365
Qwen/Qwen3-8B,quy_Latn.dev,53989
Qwen/Qwen3-8B,ron_Latn.dev,48804
Qwen/Qwen3-8B,run_Latn.dev,55296
Qwen/Qwen3-8B,rus_Cyrl.dev,46555
Qwen/Qwen3-8B,sag_Latn.dev,53659
Qwen/Qwen3-8B,san_Deva.dev,120963
Qwen/Qwen3-8B,sat_Olck.dev,235584
Qwen/Qwen3-8B,scn_Latn.dev,51231
Qwen/Qwen3-8B,shn_Mymr.dev,275007
Qwen/Qwen3-8B,sin_Sinh.dev,184016
Qwen/Qwen3-8B,slk_Latn.dev,54741
Qwen/Qwen3-8B,slv_Latn.dev,49097
Qwen/Qwen3-8B,smo_Latn.dev,59390
Qwen/Qwen3-8B,sna_Latn.dev,55313
Qwen/Qwen3-8B,snd_Arab.dev,74627
Qwen/Qwen3-8B,som_Latn.dev,56183
Qwen/Qwen3-8B,sot_Latn.dev,57612
Qwen/Qwen3-8B,spa_Latn.dev,40071
Qwen/Qwen3-8B,srd_Latn.dev,51787
Qwen/Qwen3-8B,srp_Cyrl.dev,61508
Qwen/Qwen3-8B,ssw_Latn.dev,55988
Qwen/Qwen3-8B,sun_Latn.dev,47525
Qwen/Qwen3-8B,swe_Latn.dev,41152
Qwen/Qwen3-8B,swh_Latn.dev,50755
Qwen/Qwen3-8B,szl_Latn.dev,54852
Qwen/Qwen3-8B,tam_Taml.dev,160145
Qwen/Qwen3-8B,taq_Latn.dev,52109
Qwen/Qwen3-8B,taq_Tfng.dev,139527
Qwen/Qwen3-8B,tat_Cyrl.dev,75399
Qwen/Qwen3-8B,tel_Telu.dev,185136
Qwen/Qwen3-8B,tgk_Cyrl.dev,76081
Qwen/Qwen3-8B,tgl_Latn.dev,53599
Qwen/Qwen3-8B,tha_Thai.dev,67952
Qwen/Qwen3-8B,tir_Ethi.dev,110456
Qwen/Qwen3-8B,tpi_Latn.dev,53054
Qwen/Qwen3-8B,tsn_Latn.dev,59854
Qwen/Qwen3-8B,tso_Latn.dev,58655
Qwen/Qwen3-8B,tuk_Latn.dev,57494
Qwen/Qwen3-8B,tum_Latn.dev,65623
Qwen/Qwen3-8B,tur_Latn.dev,42317
Qwen/Qwen3-8B,twi_Latn.dev,56467
Qwen/Qwen3-8B,tzm_Tfng.dev,131221
Qwen/Qwen3-8B,uig_Arab.dev,97550
Qwen/Qwen3-8B,ukr_Cyrl.dev,66118
Qwen/Qwen3-8B,umb_Latn.dev,51200
Qwen/Qwen3-8B,urd_Arab.dev,84385
Qwen/Qwen3-8B,uzn_Latn.dev,56307
Qwen/Qwen3-8B,vec_Latn.dev,43889
Qwen/Qwen3-8B,vie_Latn.dev,37475
Qwen/Qwen3-8B,war_Latn.dev,50658
Qwen/Qwen3-8B,wol_Latn.dev,49301
Qwen/Qwen3-8B,xho_Latn.dev,53792
Qwen/Qwen3-8B,ydd_Hebr.dev,72259
Qwen/Qwen3-8B,yor_Latn.dev,70252
Qwen/Qwen3-8B,yue_Hant.dev,29144
Qwen/Qwen3-8B,zho_Hans.dev,26981
Qwen/Qwen3-8B,zho_Hant.dev,30423
Qwen/Qwen3-8B,zsm_Latn.dev,42461
Qwen/Qwen3-8B,zul_Latn.dev,57007
moonshotai/Kimi-K3,ace_Arab.dev,74714
moonshotai/Kimi-K3,ace_Latn.dev,51544
moonshotai/Kimi-K3,acm_Arab.dev,52589
moonshotai/Kimi-K3,acq_Arab.dev,52788
moonshotai/Kimi-K3,aeb_Arab.dev,52365
moonshotai/Kimi-K3,afr_Latn.dev,44057
moonshotai/Kimi-K3,aka_Latn.dev,60495
moonshotai/Kimi-K3,als_Latn.dev,54486
moonshotai/Kimi-K3,amh_Ethi.dev,112043
moonshotai/Kimi-K3,apc_Arab.dev,50156
moonshotai/Kimi-K3,arb_Arab.dev,53058
moonshotai/Kimi-K3,arb_Latn.dev,62143
moonshotai/Kimi-K3,ars_Arab.dev,53147
moonshotai/Kimi-K3,ary_Arab.dev,53650
moonshotai/Kimi-K3,arz_Arab.dev,52267
moonshotai/Kimi-K3,asm_Beng.dev,88387
moonshotai/Kimi-K3,ast_Latn.dev,42410
moonshotai/Kimi-K3,awa_Deva.dev,75024
moonshotai/Kimi-K3,ayr_Latn.dev,54595
moonshotai/Kimi-K3,azb_Arab.dev,58718
moonshotai/Kimi-K3,azj_Latn.dev,56198
moonshotai/Kimi-K3,bak_Cyrl.dev,65690
moonshotai/Kimi-K3,bam_Latn.dev,56989
moonshotai/Kimi-K3,ban_Latn.dev,46714
moonshotai/Kimi-K3,bel_Cyrl.dev,70490
moonshotai/Kimi-K3,bem_Latn.dev,57972
moonshotai/Kimi-K3,ben_Beng.dev,77784
moonshotai/Kimi-K3,bho_Deva.dev,74031
moonshotai/Kimi-K3,bjn_Arab.dev,76042
moonshotai/Kimi-K3,bjn_Latn.dev,44460
moonshotai/Kimi-K3,bod_Tibt.dev,125162
moonshotai/Kimi-K3,bos_Latn.dev,47415
moonshotai/Kimi-K3,bug_Latn.dev,51114
moonshotai/Kimi-K3,bul_Cyrl.dev,58627
moonshotai/Kimi-K3,cat_Latn.dev,44199
moonshotai/Kimi-K3,ceb_Latn.dev,47250
moonshotai/Kimi-K3,ces_Latn.dev,51507
moonshotai/Kimi-K3,cjk_Latn.dev,51889
moonshotai/Kimi-K3,ckb_Arab.dev,68784
moonshotai/Kimi-K3,crh_Latn.dev,53703
moonshotai/Kimi-K3,cym_Latn.dev,53451
moonshotai/Kimi-K3,dan_Latn.dev,44432
moonshotai/Kimi-K3,deu_Latn.dev,44301
moonshotai/Kimi-K3,dik_Latn.dev,54223
moonshotai/Kimi-K3,dyu_Latn.dev,52513
moonshotai/Kimi-K3,dzo_Tibt.dev,147945
moonshotai/Kimi-K3,ell_Grek.dev,86654
moonshotai/Kimi-K3,eng_Latn.dev,25791
moonshotai/Kimi-K3,epo_Latn.dev,45810
moonshotai/Kimi-K3,est_Latn.dev,46242
moonshotai/Kimi-K3,eus_Latn.dev,48896
moonshotai/Kimi-K3,ewe_Latn.dev,65858
moonshotai/Kimi-K3,fao_Latn.dev,53228
moonshotai/Kimi-K3,fij_Latn.dev,54834
moonshotai/Kimi-K3,fin_Latn.dev,51440
moonshotai/Kimi-K3,fon_Latn.dev,78099
moonshotai/Kimi-K3,fra_Latn.dev,44286
moonshotai/Kimi-K3,fur_Latn.dev,48763
moonshotai/Kimi-K3,fuv_Latn.dev,47003
moonshotai/Kimi-K3,gaz_Latn.dev,59442
moonshotai/Kimi-K3,gla_Latn.dev,62362
moonshotai/Kimi-K3,gle_Latn.dev,59451
moonshotai/Kimi-K3,glg_Latn.dev,41914
moonshotai/Kimi-K3,grn_Latn.dev,56751
moonshotai/Kimi-K3,guj_Gujr.dev,97266
moonshotai/Kimi-K3,hat_Latn.dev,44187
moonshotai/Kimi-K3,hau_Latn.dev,50917
moonshotai/Kimi-K3,heb_Hebr.dev,58288
moonshotai/Kimi-K3,hin_Deva.dev,71611
moonshotai/Kimi-K3,hne_Deva.dev,75497
moonshotai/Kimi-K3,hrv_Latn.dev,46955
moonshotai/Kimi-K3,hun_Latn.dev,55141
moonshotai/Kimi-K3,hye_Armn.dev,80050
moonshotai/Kimi-K3,ibo_Latn.dev,61202
moonshotai/Kimi-K3,ilo_Latn.dev,52939
moonshotai/Kimi-K3,ind_Latn.dev,40682
moonshotai/Kimi-K3,isl_Latn.dev,54217
moonshotai/Kimi-K3,ita_Latn.dev,44728
moonshotai/Kimi-K3,jav_Latn.dev,44656
moonshotai/Kimi-K3,jpn_Jpan.dev,42596
moonshotai/Kimi-K3,kab_Latn.dev,58627
moonshotai/Kimi-K3,kac_Latn.dev,59466
moonshotai/Kimi-K3,kam_Latn.dev,55525
moonshotai/Kimi-K3,kan_Knda.dev,94551
moonshotai/Kimi-K3,kas_Arab.dev,78115
moonshotai/Kimi-K3,kas_Deva.dev,82140
moonshotai/Kimi-K3,kat_Geor.dev,110840
moonshotai/Kimi-K3,kaz_Cyrl.dev,56710
moonshotai/Kimi-K3,kbp_Latn.dev,107258
moonshotai/Kimi-K3,kea_Latn.dev,44335
moonshotai/Kimi-K3,khk_Cyrl.dev,72319
moonshotai/Kimi-K3,khm_Khmr.dev,171026
moonshotai/Kimi-K3,kik_Latn.dev,85277
moonshotai/Kimi-K3,kin_Latn.dev,54999
moonshotai/Kimi-K3,kir_Cyrl.dev,60828
moonshotai/Kimi-K3,kmb_Latn.dev,53975
moonshotai/Kimi-K3,kmr_Latn.dev,55292
moonshotai/Kimi-K3,knc_Arab.dev,83223
moonshotai/Kimi-K3,knc_Latn.dev,58542
moonshotai/Kimi-K3,kon_Latn.dev,51327
moonshotai/Kimi-K3,kor_Hang.dev,51106
moonshotai/Kimi-K3,lao_Laoo.dev,159363
moonshotai/Kimi-K3,lij_Latn.dev,51763
moonshotai/Kimi-K3,lim_Latn.dev,46873
moonshotai/Kimi-K3,lin_Latn.dev,48118
moonshotai/Kimi-K3,lit_Latn.dev,49848
moonshotai/Kimi-K3,lmo_Latn.dev,53069
moonshotai/Kimi-K3,ltg_Latn.dev,55379
moonshotai/Kimi-K3,ltz_Latn.dev,51522
moonshotai/Kimi-K3,lua_Latn.dev,49599
moonshotai/Kimi-K3,lug_Latn.dev,50206
moonshotai/Kimi-K3,luo_Latn.dev,47618
moonshotai/Kimi-K3,lus_Latn.dev,50875
moonshotai/Kimi-K3,lvs_Latn.dev,55709
moonshotai/Kimi-K3,mag_Deva.dev,74106
moonshotai/Kimi-K3,mai_Deva.dev,78784
moonshotai/Kimi-K3,mal_Mlym.dev,83705
moonshotai/Kimi-K3,mar_Deva.dev,74426
moonshotai/Kimi-K3,min_Arab.dev,78092
moonshotai/Kimi-K3,min_Latn.dev,45155
moonshotai/Kimi-K3,mkd_Cyrl.dev,58566
moonshotai/Kimi-K3,mlt_Latn.dev,59564
moonshotai/Kimi-K3,mni_Beng.dev,102333
moonshotai/Kimi-K3,mos_Latn.dev,59579
moonshotai/Kimi-K3,mri_Latn.dev,59244
moonshotai/Kimi-K3,mya_Mymr.dev,91318
moonshotai/Kimi-K3,nld_Latn.dev,43228
moonshotai/Kimi-K3,nno_Latn.dev,43961
moonshotai/Kimi-K3,nob_Latn.dev,42868
moonshotai/Kimi-K3,npi_Deva.dev,73318
moonshotai/Kimi-K3,nso_Latn.dev,55478
moonshotai/Kimi-K3,nus_Latn.dev,89056
moonshotai/Kimi-K3,nya_Latn.dev,53644
moonshotai/Kimi-K3,oci_Latn.dev,47355
moonshotai/Kimi-K3,ory_Orya.dev,165920
moonshotai/Kimi-K3,pag_Latn.dev,40729
moonshotai/Kimi-K3,pan_Guru.dev,96555
moonshotai/Kimi-K3,pap_Latn.dev,45708
moonshotai/Kimi-K3,pbt_Arab.dev,69933
moonshotai/Kimi-K3,pes_Arab.dev,55692
moonshotai/Kimi-K3,plt_Latn.dev,56547
moonshotai/Kimi-K3,pol_Latn.dev,54739
moonshotai/Kimi-K3,por_Latn.dev,41703
moonshotai/Kimi-K3,prs_Arab.dev,53726
moonshotai/Kimi-K3,quy_Latn.dev,52756
moonshotai/Kimi-K3,ron_Latn.dev,48934
moonshotai/Kimi-K3,run_Latn.dev,54433
moonshotai/Kimi-K3,rus_Cyrl.dev,53510
moonshotai/Kimi-K3,sag_Latn.dev,53229
moonshotai/Kimi-K3,san_Deva.dev,74122
moonshotai/Kimi-K3,sat_Olck.dev,193280
moonshotai/Kimi-K3,scn_Latn.dev,51786
moonshotai/Kimi-K3,shn_Mymr.dev,156932
moonshotai/Kimi-K3,sin_Sinh.dev,107437
moonshotai/Kimi-K3,slk_Latn.dev,52108
moonshotai/Kimi-K3,slv_Latn.dev,47292
moonshotai/Kimi-K3,smo_Latn.dev,59112
moonshotai/Kimi-K3,sna_Latn.dev,54680
moonshotai/Kimi-K3,snd_Arab.dev,72098
moonshotai/Kimi-K3,som_Latn.dev,55500
moonshotai/Kimi-K3,sot_Latn.dev,57187
moonshotai/Kimi-K3,spa_Latn.dev,43884
moonshotai/Kimi-K3,srd_Latn.dev,51247
moonshotai/Kimi-K3,srp_Cyrl.dev,58850
moonshotai/Kimi-K3,ssw_Latn.dev,54935
moonshotai/Kimi-K3,sun_Latn.dev,47166
moonshotai/Kimi-K3,swe_Latn.dev,43611
moonshotai/Kimi-K3,swh_Latn.dev,49098
moonshotai/Kimi-K3,szl_Latn.dev,57493
moonshotai/Kimi-K3,tam_Taml.dev,107129
moonshotai/Kimi-K3,taq_Latn.dev,56429
moonshotai/Kimi-K3,taq_Tfng.dev,260859
moonshotai/Kimi-K3,tat_Cyrl.dev,62261
moonshotai/Kimi-K3,tel_Telu.dev,102507
moonshotai/Kimi-K3,tgk_Cyrl.dev,67824
moonshotai/Kimi-K3,tgl_Latn.dev,52366
moonshotai/Kimi-K3,tha_Thai.dev,91758
moonshotai/Kimi-K3,tir_Ethi.dev,120071
moonshotai/Kimi-K3,tpi_Latn.dev,52636
moonshotai/Kimi-K3,tsn_Latn.dev,59058
moonshotai/Kimi-K3,tso_Latn.dev,57557
moonshotai/Kimi-K3,tuk_Latn.dev,59530
moonshotai/Kimi-K3,tum_Latn.dev,65321
moonshotai/Kimi-K3,tur_Latn.dev,49997
moonshotai/Kimi-K3,twi_Latn.dev,56063
moonshotai/Kimi-K3,tzm_Tfng.dev,258016
moonshotai/Kimi-K3,uig_Arab.dev,98855
moonshotai/Kimi-K3,ukr_Cyrl.dev,56216
moonshotai/Kimi-K3,umb_Latn.dev,51429
moonshotai/Kimi-K3,urd_Arab.dev,56221
moonshotai/Kimi-K3,uzn_Latn.dev,52536
moonshotai/Kimi-K3,vec_Latn.dev,44411
moonshotai/Kimi-K3,vie_Latn.dev,71903
moonshotai/Kimi-K3,war_Latn.dev,48381
moonshotai/Kimi-K3,wol_Latn.dev,49103
moonshotai/Kimi-K3,xho_Latn.dev,53253
moonshotai/Kimi-K3,ydd_Hebr.dev,88393
moonshotai/Kimi-K3,yor_Latn.dev,67064
moonshotai/Kimi-K3,yue_Hant.dev,34475
moonshotai/Kimi-K3,zho_Hans.dev,23005
moonshotai/Kimi-K3,zho_Hant.dev,35884
moonshotai/Kimi-K3,zsm_Latn.dev,41109
moonshotai/Kimi-K3,zul_Latn.dev,56373
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ace_Arab.dev,1160
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ace_Latn.dev,49255
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,acm_Arab.dev,1223
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,acq_Arab.dev,1173
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,aeb_Arab.dev,1161
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,afr_Latn.dev,42731
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,aka_Latn.dev,37498
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,als_Latn.dev,57984
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,amh_Ethi.dev,1132
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,apc_Arab.dev,1320
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,arb_Arab.dev,1168
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,arb_Latn.dev,56702
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ars_Arab.dev,1155
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ary_Arab.dev,1272
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,arz_Arab.dev,1010
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,asm_Beng.dev,1417
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ast_Latn.dev,41810
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,awa_Deva.dev,1134
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ayr_Latn.dev,52942
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,azb_Arab.dev,1029
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,azj_Latn.dev,52605
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bak_Cyrl.dev,2371
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bam_Latn.dev,38592
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ban_Latn.dev,46329
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bel_Cyrl.dev,3041
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bem_Latn.dev,55007
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ben_Beng.dev,1094
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bho_Deva.dev,1932
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bjn_Arab.dev,816
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bjn_Latn.dev,43509
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bod_Tibt.dev,828
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bos_Latn.dev,44725
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bug_Latn.dev,49069
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,bul_Cyrl.dev,2554
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,cat_Latn.dev,44197
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ceb_Latn.dev,49598
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ces_Latn.dev,49376
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,cjk_Latn.dev,48672
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ckb_Arab.dev,847
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,crh_Latn.dev,53874
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,cym_Latn.dev,50026
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,dan_Latn.dev,42843
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,deu_Latn.dev,47285
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,dik_Latn.dev,38492
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,dyu_Latn.dev,48926
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,dzo_Tibt.dev,69
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ell_Grek.dev,2665
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,eng_Latn.dev,30130
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,epo_Latn.dev,42405
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,est_Latn.dev,45964
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,eus_Latn.dev,46240
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ewe_Latn.dev,39369
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fao_Latn.dev,51551
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fij_Latn.dev,47061
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fin_Latn.dev,51132
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fon_Latn.dev,41613
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fra_Latn.dev,46846
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fur_Latn.dev,46024
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fuv_Latn.dev,38774
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,gaz_Latn.dev,54034
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,gla_Latn.dev,54470
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,gle_Latn.dev,56158
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,glg_Latn.dev,44334
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,grn_Latn.dev,50932
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,guj_Gujr.dev,1981
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hat_Latn.dev,41093
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hau_Latn.dev,44427
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,heb_Hebr.dev,2326
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hin_Deva.dev,1732
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hne_Deva.dev,1417
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hrv_Latn.dev,44166
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hun_Latn.dev,57866
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,hye_Armn.dev,2134
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ibo_Latn.dev,40047
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ilo_Latn.dev,48605
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ind_Latn.dev,43551
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,isl_Latn.dev,53887
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ita_Latn.dev,44589
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,jav_Latn.dev,43473
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,jpn_Jpan.dev,846
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kab_Latn.dev,41945
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kac_Latn.dev,52493
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kam_Latn.dev,43683
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kan_Knda.dev,1972
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kas_Arab.dev,886
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kas_Deva.dev,2995
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kat_Geor.dev,2539
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kaz_Cyrl.dev,2443
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kbp_Latn.dev,36631
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kea_Latn.dev,42580
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,khk_Cyrl.dev,1624
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,khm_Khmr.dev,3120
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kik_Latn.dev,55168
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kin_Latn.dev,50847
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kir_Cyrl.dev,2286
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kmb_Latn.dev,49997
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kmr_Latn.dev,53233
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,knc_Arab.dev,1237
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,knc_Latn.dev,44322
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kon_Latn.dev,46520
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,kor_Hang.dev,2430
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lao_Laoo.dev,4169
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lij_Latn.dev,47154
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lim_Latn.dev,42977
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lin_Latn.dev,45324
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lit_Latn.dev,45788
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lmo_Latn.dev,47093
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ltg_Latn.dev,48464
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ltz_Latn.dev,49741
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lua_Latn.dev,46573
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lug_Latn.dev,46765
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,luo_Latn.dev,44862
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lus_Latn.dev,44282
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,lvs_Latn.dev,53150
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mag_Deva.dev,1219
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mai_Deva.dev,1321
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mal_Mlym.dev,1988
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mar_Deva.dev,1772
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,min_Arab.dev,778
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,min_Latn.dev,44657
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mkd_Cyrl.dev,2130
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mlt_Latn.dev,52152
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mni_Beng.dev,1349
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mos_Latn.dev,42011
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mri_Latn.dev,49304
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,mya_Mymr.dev,1033
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nld_Latn.dev,43295
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nno_Latn.dev,42870
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nob_Latn.dev,41785
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,npi_Deva.dev,1297
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nso_Latn.dev,47111
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nus_Latn.dev,43066
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nya_Latn.dev,50083
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,oci_Latn.dev,46059
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,ory_Orya.dev,1323
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,pag_Latn.dev,39624
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,pan_Guru.dev,1457
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,pap_Latn.dev,43031
