model,N,gini
mistralai/Ministral-3-8B-Instruct-2512,187,0.306351497466699
mistralai/Ministral-3-8B-Instruct-2512,188,0.30536265332731594
mistralai/Ministral-3-8B-Instruct-2512,189,0.3047407676589575
mistralai/Ministral-3-8B-Instruct-2512,190,0.30520980852601487
mistralai/Ministral-3-8B-Instruct-2512,191,0.30479148398836986
mistralai/Ministral-3-8B-Instruct-2512,192,0.3039356393860728
mistralai/Ministral-3-8B-Instruct-2512,193,0.3037896508658853
mistralai/Ministral-3-8B-Instruct-2512,194,0.30297895593367374
mistralai/Ministral-3-8B-Instruct-2512,195,0.3024523938635786
mistralai/Ministral-3-8B-Instruct-2512,196,0.3016544889473378
mistralai/Ministral-3-8B-Instruct-2512,197,0.301219268390996
mistralai/Ministral-3-8B-Instruct-2512,198,0.30027208688759566
mistralai/Ministral-3-8B-Instruct-2512,199,0.30782072708675323
mistralai/Ministral-3-8B-Instruct-2512,200,0.3069235093755325
mistralai/Ministral-3-8B-Instruct-2512,201,0.30598288765764803
mistralai/Ministral-3-8B-Instruct-2512,202,0.3050982028739442
mistralai/Ministral-3-8B-Instruct-2512,203,0.30444869473486835
microsoft/phi-4,2,0.21398967175690942
microsoft/phi-4,3,0.19671663534073947
microsoft/phi-4,4,0.17650771018166456
microsoft/phi-4,5,0.16517229697448776
microsoft/phi-4,6,0.15350283113134222
microsoft/phi-4,7,0.14424254039100992
microsoft/phi-4,8,0.1385660622764917
microsoft/phi-4,9,0.13686090951802088
microsoft/phi-4,10,0.13016104709187548
microsoft/phi-4,11,0.12465508477325904
microsoft/phi-4,12,0.11975990259680724
microsoft/phi-4,13,0.1152650268003903
microsoft/phi-4,14,0.11378418160465809
microsoft/phi-4,15,0.11164632179288314
microsoft/phi-4,16,0.11731347857765861
microsoft/phi-4,17,0.11922410528976712
microsoft/phi-4,18,0.13407941214962804
microsoft/phi-4,19,0.13247454661012426
microsoft/phi-4,20,0.14359903884058656
microsoft/phi-4,21,0.14268611716595903
microsoft/phi-4,22,0.139573824641114
microsoft/phi-4,23,0.13822444672503575
microsoft/phi-4,24,0.13554198860304845
microsoft/phi-4,25,0.1467559906133118
microsoft/phi-4,26,0.1819266376681119
microsoft/phi-4,27,0.17795970649945803
microsoft/phi-4,28,0.17438378261326215
microsoft/phi-4,29,0.19136385489918872
microsoft/phi-4,30,0.19077965244671913
microsoft/phi-4,31,0.18910567520297472
microsoft/phi-4,32,0.19530415625942044
microsoft/phi-4,33,0.1946549506360793
microsoft/phi-4,34,0.20866459172954377
microsoft/phi-4,35,0.20644637524413834
microsoft/phi-4,36,0.20523067576650655
microsoft/phi-4,37,0.2021405366306297
microsoft/phi-4,38,0.1998337643061181
microsoft/phi-4,39,0.19763599270239496
microsoft/phi-4,40,0.21750903817521539
microsoft/phi-4,41,0.21459632952981011
microsoft/phi-4,42,0.2139980479946968
microsoft/phi-4,43,0.22298102460659108
microsoft/phi-4,44,0.22089080490577095
microsoft/phi-4,45,0.22120777614171439
microsoft/phi-4,46,0.2185729409321162
microsoft/phi-4,47,0.24292410552629695
microsoft/phi-4,48,0.27511892249533676
microsoft/phi-4,49,0.2748133027150932
microsoft/phi-4,50,0.2728288110525199
microsoft/phi-4,51,0.27014937893653546
microsoft/phi-4,52,0.26765180979643577
microsoft/phi-4,53,0.2694321669381483
microsoft/phi-4,54,0.2695752989070914
microsoft/phi-4,55,0.2936083612121074
microsoft/phi-4,56,0.29581744506865415
microsoft/phi-4,57,0.2934562105068401
microsoft/phi-4,58,0.3086530743353777
microsoft/phi-4,59,0.3195079338053364
microsoft/phi-4,60,0.33017033911003146
microsoft/phi-4,61,0.32821916413960217
microsoft/phi-4,62,0.3260476809615158
microsoft/phi-4,63,0.34322015506247694
microsoft/phi-4,64,0.3432236859701636
microsoft/phi-4,65,0.3476009763303203
microsoft/phi-4,66,0.34526143298014556
microsoft/phi-4,67,0.3438726065673736
microsoft/phi-4,68,0.3502743486723381
microsoft/phi-4,69,0.349265363096221
microsoft/phi-4,70,0.3478060847031652
microsoft/phi-4,71,0.3532322393157077
microsoft/phi-4,72,0.3531956415963944
microsoft/phi-4,73,0.35619608423539795
microsoft/phi-4,74,0.3541774128460691
microsoft/phi-4,75,0.36626993097813676
microsoft/phi-4,76,0.36572156487026564
microsoft/phi-4,77,0.3642425088259964
microsoft/phi-4,78,0.3629067134163624
microsoft/phi-4,79,0.36091918284506064
microsoft/phi-4,80,0.3598951002191717
microsoft/phi-4,81,0.3586390360826339
microsoft/phi-4,82,0.3636021374094389
microsoft/phi-4,83,0.3622884407285858
microsoft/phi-4,84,0.36052585600913534
microsoft/phi-4,85,0.3622683006857017
microsoft/phi-4,86,0.36158020463761953
microsoft/phi-4,87,0.361303021927992
microsoft/phi-4,88,0.3597811310200927
microsoft/phi-4,89,0.35846083436268894
microsoft/phi-4,90,0.358436261197735
microsoft/phi-4,91,0.35710195715389004
microsoft/phi-4,92,0.35734688535680803
microsoft/phi-4,93,0.3566075089186822
microsoft/phi-4,94,0.35569672820360365
microsoft/phi-4,95,0.35473978472905165
microsoft/phi-4,96,0.35471303976231927
microsoft/phi-4,97,0.354170930644363
microsoft/phi-4,98,0.3527275568805843
microsoft/phi-4,99,0.35149310984886983
microsoft/phi-4,100,0.35090602918928093
microsoft/phi-4,101,0.3497207209084716
microsoft/phi-4,102,0.3494437087298434
microsoft/phi-4,103,0.348770968149376
microsoft/phi-4,104,0.34739439235623837
microsoft/phi-4,105,0.3464585332569219
microsoft/phi-4,106,0.34531286048288434
microsoft/phi-4,107,0.34507178285704887
microsoft/phi-4,108,0.3520089372021322
microsoft/phi-4,109,0.3511826496948822
microsoft/phi-4,110,0.3504377258925089
microsoft/phi-4,111,0.3496743031756542
microsoft/phi-4,112,0.3486392072470206
microsoft/phi-4,113,0.34771013355473657
microsoft/phi-4,114,0.34690683595831495
microsoft/phi-4,115,0.3459298398821622
microsoft/phi-4,116,0.34485843054888377
microsoft/phi-4,117,0.34690498577926565
microsoft/phi-4,118,0.3461363980852299
microsoft/phi-4,119,0.34577793884342256
microsoft/phi-4,120,0.3452079302749227
microsoft/phi-4,121,0.34473917192287384
microsoft/phi-4,122,0.34359633322652106
microsoft/phi-4,123,0.34257450712847515
microsoft/phi-4,124,0.3417152608379572
microsoft/phi-4,125,0.3408471489078999
microsoft/phi-4,126,0.33991646532585795
microsoft/phi-4,127,0.3389986928557307
microsoft/phi-4,128,0.34714436309283614
microsoft/phi-4,129,0.34616990177006635
microsoft/phi-4,130,0.34528575671579875
microsoft/phi-4,131,0.34469809932706474
microsoft/phi-4,132,0.3441303072594981
microsoft/phi-4,133,0.34339201956522336
microsoft/phi-4,134,0.3423123886224744
microsoft/phi-4,135,0.34124080841505067
microsoft/phi-4,136,0.3406683379059079
microsoft/phi-4,137,0.33959874672565227
microsoft/phi-4,138,0.3390919199972917
microsoft/phi-4,139,0.33862070879919837
microsoft/phi-4,140,0.33757549794903796
microsoft/phi-4,141,0.3369728205743141
microsoft/phi-4,142,0.3363402627707923
microsoft/phi-4,143,0.3361319277887209
microsoft/phi-4,144,0.3351238911134917
microsoft/phi-4,145,0.33410824302220843
microsoft/phi-4,146,0.3335255577927567
microsoft/phi-4,147,0.33260222716674726
microsoft/phi-4,148,0.3320931741883062
microsoft/phi-4,149,0.33175588337294193
microsoft/phi-4,150,0.33077565791336094
microsoft/phi-4,151,0.33034843162581495
microsoft/phi-4,152,0.32938515527342993
microsoft/phi-4,153,0.3285041924694392
microsoft/phi-4,154,0.3276415769556289
microsoft/phi-4,155,0.3268514474413293
microsoft/phi-4,156,0.3262369943714154
microsoft/phi-4,157,0.3262393061305138
microsoft/phi-4,158,0.325460627886871
microsoft/phi-4,159,0.32503458594322066
microsoft/phi-4,160,0.33248714910510224
microsoft/phi-4,161,0.3317764754759267
microsoft/phi-4,162,0.3316190966688184
microsoft/phi-4,163,0.3311236867576881
microsoft/phi-4,164,0.3306690465482951
microsoft/phi-4,165,0.33051286452455875
microsoft/phi-4,166,0.3300518219071653
microsoft/phi-4,167,0.3293912312677951
microsoft/phi-4,168,0.32942843762580587
microsoft/phi-4,169,0.328670547702389
microsoft/phi-4,170,0.3282434442156401
microsoft/phi-4,171,0.3274804014549346
microsoft/phi-4,172,0.3269836649223372
microsoft/phi-4,173,0.33637890313433916
microsoft/phi-4,174,0.34000999681311495
microsoft/phi-4,175,0.3392308123987404
microsoft/phi-4,176,0.33848910073450234
microsoft/phi-4,177,0.3376782381608536
microsoft/phi-4,178,0.3368422246423448
microsoft/phi-4,179,0.3360355144346645
microsoft/phi-4,180,0.33556440197431536
microsoft/phi-4,181,0.33478086648358296
microsoft/phi-4,182,0.3356538940282019
microsoft/phi-4,183,0.3359571825048058
microsoft/phi-4,184,0.3355541054303237
microsoft/phi-4,185,0.33472399069391123
microsoft/phi-4,186,0.33433022691498593
microsoft/phi-4,187,0.33393729845510967
microsoft/phi-4,188,0.3332638300717614
microsoft/phi-4,189,0.3331850835213366
microsoft/phi-4,190,0.3325209518064367
microsoft/phi-4,191,0.3325992067442769
microsoft/phi-4,192,0.33226884668629997
microsoft/phi-4,193,0.332541206875296
microsoft/phi-4,194,0.33200246260750976
microsoft/phi-4,195,0.3319593104500549
microsoft/phi-4,196,0.3315779834670427
microsoft/phi-4,197,0.3315657119546993
microsoft/phi-4,198,0.330955101275485
microsoft/phi-4,199,0.33450559937821334
microsoft/phi-4,200,0.3339284985286606
microsoft/phi-4,201,0.33330506142473126
microsoft/phi-4,202,0.3327094524503076
microsoft/phi-4,203,0.33249852985209394
Qwen/Qwen3-8B,2,0.1393336812326622
Qwen/Qwen3-8B,3,0.11917997691812987
Qwen/Qwen3-8B,4,0.10739971418126215
Qwen/Qwen3-8B,5,0.09310838638192909
Qwen/Qwen3-8B,6,0.08206319367919157
Qwen/Qwen3-8B,7,0.10222468930758088
Qwen/Qwen3-8B,8,0.10626529990408895
Qwen/Qwen3-8B,9,0.0995886006817357
Qwen/Qwen3-8B,10,0.0965646190396301
Qwen/Qwen3-8B,11,0.09879965527127288
Qwen/Qwen3-8B,12,0.09367195931445527
Qwen/Qwen3-8B,13,0.08954492392412616
Qwen/Qwen3-8B,14,0.10176732452618409
Qwen/Qwen3-8B,15,0.09693867714085225
Qwen/Qwen3-8B,16,0.0945090967040858
Qwen/Qwen3-8B,17,0.09140419314747739
Qwen/Qwen3-8B,18,0.11225364239452729
Qwen/Qwen3-8B,19,0.107925752695198
Qwen/Qwen3-8B,20,0.10423732920737194
Qwen/Qwen3-8B,21,0.11613984943792399
Qwen/Qwen3-8B,22,0.11532654384402807
Qwen/Qwen3-8B,23,0.11175965682757383
Qwen/Qwen3-8B,24,0.1147145896848365
Qwen/Qwen3-8B,25,0.1250970049286444
Qwen/Qwen3-8B,26,0.1737494029078348
Qwen/Qwen3-8B,27,0.1719178260006371
Qwen/Qwen3-8B,28,0.1691973563368283
Qwen/Qwen3-8B,29,0.17228808158187459
Qwen/Qwen3-8B,30,0.1692575763751627
Qwen/Qwen3-8B,31,0.16817055464856856
Qwen/Qwen3-8B,32,0.1664358370227217
Qwen/Qwen3-8B,33,0.16649053805065117
Qwen/Qwen3-8B,34,0.18955203167849244
Qwen/Qwen3-8B,35,0.18646629447359198
Qwen/Qwen3-8B,36,0.18354622530374187
Qwen/Qwen3-8B,37,0.18115849328564693
Qwen/Qwen3-8B,38,0.17837068901319375
Qwen/Qwen3-8B,39,0.17561357525126464
Qwen/Qwen3-8B,40,0.19892002890108773
Qwen/Qwen3-8B,41,0.19720252149940865
Qwen/Qwen3-8B,42,0.19493854889463402
Qwen/Qwen3-8B,43,0.2085363811862666
Qwen/Qwen3-8B,44,0.20575222800751858
Qwen/Qwen3-8B,45,0.20534765335280292
Qwen/Qwen3-8B,46,0.20325047605982216
Qwen/Qwen3-8B,47,0.22594571398630214
Qwen/Qwen3-8B,48,0.23896469011096855
Qwen/Qwen3-8B,49,0.23929816738543308
Qwen/Qwen3-8B,50,0.23673851680692248
Qwen/Qwen3-8B,51,0.23412336153111024
Qwen/Qwen3-8B,52,0.23173577343821794
Qwen/Qwen3-8B,53,0.23286363438588986
Qwen/Qwen3-8B,54,0.23194208279204553
Qwen/Qwen3-8B,55,0.24240741024358115
Qwen/Qwen3-8B,56,0.24813577439565715
Qwen/Qwen3-8B,57,0.2457701447241869
Qwen/Qwen3-8B,58,0.26357283704353485
Qwen/Qwen3-8B,59,0.2778020396755829
Qwen/Qwen3-8B,60,0.28942111096103007
Qwen/Qwen3-8B,61,0.28813690600789643
Qwen/Qwen3-8B,62,0.2866487306759993
Qwen/Qwen3-8B,63,0.3043798864265652
Qwen/Qwen3-8B,64,0.30340633956628626
Qwen/Qwen3-8B,65,0.3106045210036015
Qwen/Qwen3-8B,66,0.30852642351549653
Qwen/Qwen3-8B,67,0.30654966608930256
Qwen/Qwen3-8B,68,0.31260518458560416
Qwen/Qwen3-8B,69,0.31093941875856057
Qwen/Qwen3-8B,70,0.3089829755818463
Qwen/Qwen3-8B,71,0.31527684917061083
Qwen/Qwen3-8B,72,0.3144427638565559
Qwen/Qwen3-8B,73,0.3207579336749373
Qwen/Qwen3-8B,74,0.31896345859546127
Qwen/Qwen3-8B,75,0.33171133628741645
Qwen/Qwen3-8B,76,0.3306482718152999
Qwen/Qwen3-8B,77,0.32879934874718586
Qwen/Qwen3-8B,78,0.32703717347292427
Qwen/Qwen3-8B,79,0.3252765909119688
Qwen/Qwen3-8B,80,0.3237401208806787
Qwen/Qwen3-8B,81,0.32203957956125673
Qwen/Qwen3-8B,82,0.3238459191220795
Qwen/Qwen3-8B,83,0.3221440946971663
Qwen/Qwen3-8B,84,0.3205037512604012
Qwen/Qwen3-8B,85,0.31999248387338053
Qwen/Qwen3-8B,86,0.31876271626397035
Qwen/Qwen3-8B,87,0.3178957090266188
Qwen/Qwen3-8B,88,0.316449300022174
Qwen/Qwen3-8B,89,0.314908237503704
Qwen/Qwen3-8B,90,0.3142848435840966
Qwen/Qwen3-8B,91,0.312727878087232
Qwen/Qwen3-8B,92,0.3141250813211869
Qwen/Qwen3-8B,93,0.31297817815374085
Qwen/Qwen3-8B,94,0.3130554929614793
Qwen/Qwen3-8B,95,0.31170021985106366
Qwen/Qwen3-8B,96,0.31116532639000294
Qwen/Qwen3-8B,97,0.3101714794399637
Qwen/Qwen3-8B,98,0.30876681425385
Qwen/Qwen3-8B,99,0.3073132933703031
Qwen/Qwen3-8B,100,0.306298857106148
Qwen/Qwen3-8B,101,0.30487118121110135
Qwen/Qwen3-8B,102,0.30348478911031207
Qwen/Qwen3-8B,103,0.3028609253254133
Qwen/Qwen3-8B,104,0.3014663778634792
Qwen/Qwen3-8B,105,0.3001844539400824
Qwen/Qwen3-8B,106,0.2988193275745046
Qwen/Qwen3-8B,107,0.2981557277749516
Qwen/Qwen3-8B,108,0.302818795337892
Qwen/Qwen3-8B,109,0.30165107797181445
Qwen/Qwen3-8B,110,0.30056376529273177
Qwen/Qwen3-8B,111,0.29946410089651687
Qwen/Qwen3-8B,112,0.29818612067098726
Qwen/Qwen3-8B,113,0.2970444239149159
Qwen/Qwen3-8B,114,0.295936018471316
Qwen/Qwen3-8B,115,0.2947093379075676
Qwen/Qwen3-8B,116,0.29344516176638513
Qwen/Qwen3-8B,117,0.29350319331654595
Qwen/Qwen3-8B,118,0.2924742801080553
Qwen/Qwen3-8B,119,0.29179737137019157
Qwen/Qwen3-8B,120,0.29093824303468185
Qwen/Qwen3-8B,121,0.29019333016947146
Qwen/Qwen3-8B,122,0.2890030447735412
Qwen/Qwen3-8B,123,0.2878095471781714
Qwen/Qwen3-8B,124,0.2867230663256275
Qwen/Qwen3-8B,125,0.28563607571030447
Qwen/Qwen3-8B,126,0.28451003745017367
Qwen/Qwen3-8B,127,0.28340239728358263
Qwen/Qwen3-8B,128,0.2897154024803057
Qwen/Qwen3-8B,129,0.28857611743208245
Qwen/Qwen3-8B,130,0.28750154007929485
Qwen/Qwen3-8B,131,0.28702226399388175
Qwen/Qwen3-8B,132,0.28738348927921975
Qwen/Qwen3-8B,133,0.28895776190834743
Qwen/Qwen3-8B,134,0.2888392588893147
Qwen/Qwen3-8B,135,0.28884180272927185
Qwen/Qwen3-8B,136,0.28905444490965215
Qwen/Qwen3-8B,137,0.2887788615775724
Qwen/Qwen3-8B,138,0.2890352176571238
Qwen/Qwen3-8B,139,0.28928605302898225
Qwen/Qwen3-8B,140,0.28920100019795947
Qwen/Qwen3-8B,141,0.28924508851144326
Qwen/Qwen3-8B,142,0.28927423984935485
Qwen/Qwen3-8B,143,0.28892253049559846
Qwen/Qwen3-8B,144,0.28877495869241554
Qwen/Qwen3-8B,145,0.28868589332244676
Qwen/Qwen3-8B,146,0.2881414779915701
Qwen/Qwen3-8B,147,0.28718014486194265
Qwen/Qwen3-8B,148,0.2863935180076058
Qwen/Qwen3-8B,149,0.28576042401404544
Qwen/Qwen3-8B,150,0.28481589277133845
Qwen/Qwen3-8B,151,0.284138822212769
Qwen/Qwen3-8B,152,0.28324308265946785
Qwen/Qwen3-8B,153,0.2823652396150953
Qwen/Qwen3-8B,154,0.281483114301434
Qwen/Qwen3-8B,155,0.2806578086194216
Qwen/Qwen3-8B,156,0.2798156671808558
Qwen/Qwen3-8B,157,0.2795027702536719
Qwen/Qwen3-8B,158,0.27867869310878146
Qwen/Qwen3-8B,159,0.27799158211523256
Qwen/Qwen3-8B,160,0.2844473247320871
Qwen/Qwen3-8B,161,0.2835597666979197
Qwen/Qwen3-8B,162,0.2831203093168453
Qwen/Qwen3-8B,163,0.28238613439122817
Qwen/Qwen3-8B,164,0.2817381814970239
Qwen/Qwen3-8B,165,0.28131252453244815
Qwen/Qwen3-8B,166,0.2806240385331056
Qwen/Qwen3-8B,167,0.27993468682026457
Qwen/Qwen3-8B,168,0.2796991758027614
Qwen/Qwen3-8B,169,0.2788865790309152
Qwen/Qwen3-8B,170,0.2782484897101247
Qwen/Qwen3-8B,171,0.27745278710749766
Qwen/Qwen3-8B,172,0.2767635040459906
Qwen/Qwen3-8B,173,0.28502192269139703
Qwen/Qwen3-8B,174,0.2858903863295319
Qwen/Qwen3-8B,175,0.28509614790284377
Qwen/Qwen3-8B,176,0.2842911458878179
Qwen/Qwen3-8B,177,0.2837320329658002
Qwen/Qwen3-8B,178,0.28290801529782517
Qwen/Qwen3-8B,179,0.2822067529249348
Qwen/Qwen3-8B,180,0.2816122327392694
Qwen/Qwen3-8B,181,0.2808130270820193
Qwen/Qwen3-8B,182,0.2822886051537339
Qwen/Qwen3-8B,183,0.2823533009940513
Qwen/Qwen3-8B,184,0.28174719229087075
Qwen/Qwen3-8B,185,0.2816741126385749
Qwen/Qwen3-8B,186,0.28126694229169646
Qwen/Qwen3-8B,187,0.2806888703393495
Qwen/Qwen3-8B,188,0.27991178004552264
Qwen/Qwen3-8B,189,0.2796012470446878
Qwen/Qwen3-8B,190,0.2792179422243981
Qwen/Qwen3-8B,191,0.2790802515489066
Qwen/Qwen3-8B,192,0.2785482333229694
Qwen/Qwen3-8B,193,0.27861840935082016
Qwen/Qwen3-8B,194,0.2780476538442105
Qwen/Qwen3-8B,195,0.2777903597893234
Qwen/Qwen3-8B,196,0.2772280869522945
Qwen/Qwen3-8B,197,0.2770157178691006
Qwen/Qwen3-8B,198,0.2764155108939166
Qwen/Qwen3-8B,199,0.2776366658025853
Qwen/Qwen3-8B,200,0.27696507447390295
Qwen/Qwen3-8B,201,0.2763460301167193
Qwen/Qwen3-8B,202,0.27565040642526695
Qwen/Qwen3-8B,203,0.2752530758759759
moonshotai/Kimi-K3,2,0.17477080995195515
moonshotai/Kimi-K3,3,0.14950675016046144
moonshotai/Kimi-K3,4,0.12765195730393875
moonshotai/Kimi-K3,5,0.10859352729898708
moonshotai/Kimi-K3,6,0.09442487524636212
moonshotai/Kimi-K3,7,0.1341411848202343
moonshotai/Kimi-K3,8,0.13271012299804963
moonshotai/Kimi-K3,9,0.12304046778353728
moonshotai/Kimi-K3,10,0.11464592382057992
moonshotai/Kimi-K3,11,0.12121718919950553
moonshotai/Kimi-K3,12,0.11372821867893768
moonshotai/Kimi-K3,13,0.1120852152602243
moonshotai/Kimi-K3,14,0.11091701630356643
moonshotai/Kimi-K3,15,0.10781220126041724
moonshotai/Kimi-K3,16,0.12938675984623682
moonshotai/Kimi-K3,17,0.12598776260848443
moonshotai/Kimi-K3,18,0.12602850889509098
moonshotai/Kimi-K3,19,0.12183043687205486
moonshotai/Kimi-K3,20,0.11960900260446516
moonshotai/Kimi-K3,21,0.12355460837991372
moonshotai/Kimi-K3,22,0.12016584075052417
moonshotai/Kimi-K3,23,0.11702769620301656
moonshotai/Kimi-K3,24,0.11578623206097372
moonshotai/Kimi-K3,25,0.11460072397990984
moonshotai/Kimi-K3,26,0.13250505365658216
moonshotai/Kimi-K3,27,0.1294684946742466
moonshotai/Kimi-K3,28,0.12645525644358235
moonshotai/Kimi-K3,29,0.14263437331160334
moonshotai/Kimi-K3,30,0.14094666441038628
moonshotai/Kimi-K3,31,0.13969490161151454
moonshotai/Kimi-K3,32,0.13818280351270462
moonshotai/Kimi-K3,33,0.1367556720370997
moonshotai/Kimi-K3,34,0.13991388192990883
moonshotai/Kimi-K3,35,0.13793376167412674
moonshotai/Kimi-K3,36,0.1364860528216323
moonshotai/Kimi-K3,37,0.13420381875224763
moonshotai/Kimi-K3,38,0.1322935170829278
moonshotai/Kimi-K3,39,0.13057454345717678
moonshotai/Kimi-K3,40,0.1357097112601804
moonshotai/Kimi-K3,41,0.13392632119327863
moonshotai/Kimi-K3,42,0.1339210560427071
moonshotai/Kimi-K3,43,0.13679571917110844
moonshotai/Kimi-K3,44,0.13515101208039337
moonshotai/Kimi-K3,45,0.13403346228249036
moonshotai/Kimi-K3,46,0.13230865858960406
moonshotai/Kimi-K3,47,0.14545277686723646
moonshotai/Kimi-K3,48,0.15793413979779447
moonshotai/Kimi-K3,49,0.1560676886831993
moonshotai/Kimi-K3,50,0.15434016518610716
moonshotai/Kimi-K3,51,0.1524124189440863
moonshotai/Kimi-K3,52,0.15090363063076628
moonshotai/Kimi-K3,53,0.1491518040606188
moonshotai/Kimi-K3,54,0.14906647268972195
moonshotai/Kimi-K3,55,0.1517821873116656
moonshotai/Kimi-K3,56,0.1529803881407732
moonshotai/Kimi-K3,57,0.15131043427938717
moonshotai/Kimi-K3,58,0.15423115274148524
moonshotai/Kimi-K3,59,0.1609543559046216
moonshotai/Kimi-K3,60,0.1652374452084011
moonshotai/Kimi-K3,61,0.16523722855915945
moonshotai/Kimi-K3,62,0.16493020993816443
moonshotai/Kimi-K3,63,0.16781166306790807
moonshotai/Kimi-K3,64,0.1674797060317299
moonshotai/Kimi-K3,65,0.17115468836000547
moonshotai/Kimi-K3,66,0.16986550263224465
moonshotai/Kimi-K3,67,0.16850142909886734
moonshotai/Kimi-K3,68,0.18628320047801794
moonshotai/Kimi-K3,69,0.18512623926275595
moonshotai/Kimi-K3,70,0.18360932814511677
moonshotai/Kimi-K3,71,0.187892759955812
moonshotai/Kimi-K3,72,0.187521678346531
moonshotai/Kimi-K3,73,0.18974245228547404
moonshotai/Kimi-K3,74,0.18846508523943606
moonshotai/Kimi-K3,75,0.20164499738835118
moonshotai/Kimi-K3,76,0.20099947071761992
moonshotai/Kimi-K3,77,0.1995349523858494
moonshotai/Kimi-K3,78,0.19806231999577273
moonshotai/Kimi-K3,79,0.19703818616373758
moonshotai/Kimi-K3,80,0.19569756104868796
moonshotai/Kimi-K3,81,0.19428218731747005
moonshotai/Kimi-K3,82,0.20478808853802688
moonshotai/Kimi-K3,83,0.2033406788193899
moonshotai/Kimi-K3,84,0.20238970355346741
moonshotai/Kimi-K3,85,0.20556323149178057
moonshotai/Kimi-K3,86,0.2044313502018491
moonshotai/Kimi-K3,87,0.2037405786508757
moonshotai/Kimi-K3,88,0.20263124544179445
moonshotai/Kimi-K3,89,0.20132296088853718
moonshotai/Kimi-K3,90,0.20102329898158766
moonshotai/Kimi-K3,91,0.19974386949708056
moonshotai/Kimi-K3,92,0.20025326431659063
moonshotai/Kimi-K3,93,0.1992864025995904
moonshotai/Kimi-K3,94,0.1986717383649903
moonshotai/Kimi-K3,95,0.1974938528348047
moonshotai/Kimi-K3,96,0.1973210524226714
moonshotai/Kimi-K3,97,0.1967492876271837
moonshotai/Kimi-K3,98,0.1960700195339109
moonshotai/Kimi-K3,99,0.19499796677504344
moonshotai/Kimi-K3,100,0.19434817563507467
moonshotai/Kimi-K3,101,0.19322528682036078
moonshotai/Kimi-K3,102,0.19377227867732594
moonshotai/Kimi-K3,103,0.1951845466660893
moonshotai/Kimi-K3,104,0.1943079508329928
moonshotai/Kimi-K3,105,0.19325424897825028
moonshotai/Kimi-K3,106,0.19222648027277156
moonshotai/Kimi-K3,107,0.19180261407675103
moonshotai/Kimi-K3,108,0.19585530353079772
moonshotai/Kimi-K3,109,0.19488242810789136
moonshotai/Kimi-K3,110,0.19398148396737724
moonshotai/Kimi-K3,111,0.19311207778932382
moonshotai/Kimi-K3,112,0.1921046535169324
moonshotai/Kimi-K3,113,0.1911134482501804
moonshotai/Kimi-K3,114,0.1902217436672513
moonshotai/Kimi-K3,115,0.18924377396791559
moonshotai/Kimi-K3,116,0.1882756870686375
moonshotai/Kimi-K3,117,0.19158015228817993
moonshotai/Kimi-K3,118,0.19074203611178087
moonshotai/Kimi-K3,119,0.19029482682135446
moonshotai/Kimi-K3,120,0.18966630749134095
moonshotai/Kimi-K3,121,0.1891238596545779
moonshotai/Kimi-K3,122,0.1882283533629454
moonshotai/Kimi-K3,123,0.1873129003475973
moonshotai/Kimi-K3,124,0.18646203906513237
moonshotai/Kimi-K3,125,0.18560258520700956
moonshotai/Kimi-K3,126,0.18473184441369495
moonshotai/Kimi-K3,127,0.18389103982579424
moonshotai/Kimi-K3,128,0.1896350128748583
moonshotai/Kimi-K3,129,0.1887467306219741
moonshotai/Kimi-K3,130,0.18789994256409304
moonshotai/Kimi-K3,131,0.18777817968499222
moonshotai/Kimi-K3,132,0.18786383126563644
moonshotai/Kimi-K3,133,0.189153466516643
moonshotai/Kimi-K3,134,0.1884583110157927
moonshotai/Kimi-K3,135,0.1879052440604585
moonshotai/Kimi-K3,136,0.1875609813424597
moonshotai/Kimi-K3,137,0.18681346547872835
moonshotai/Kimi-K3,138,0.18651983890130963
moonshotai/Kimi-K3,139,0.1864058943354283
moonshotai/Kimi-K3,140,0.18574082500952316
moonshotai/Kimi-K3,141,0.18539040631459147
moonshotai/Kimi-K3,142,0.18509533467959005
moonshotai/Kimi-K3,143,0.18486459686742251
moonshotai/Kimi-K3,144,0.18424017937827952
moonshotai/Kimi-K3,145,0.18359514435708135
moonshotai/Kimi-K3,146,0.18307578438329042
moonshotai/Kimi-K3,147,0.18234133666505348
moonshotai/Kimi-K3,148,0.18170694240987784
moonshotai/Kimi-K3,149,0.18128175473032138
moonshotai/Kimi-K3,150,0.18061945208963848
moonshotai/Kimi-K3,151,0.18007425384961584
moonshotai/Kimi-K3,152,0.18038124038104097
moonshotai/Kimi-K3,153,0.17967640515595784
moonshotai/Kimi-K3,154,0.1789814649853958
moonshotai/Kimi-K3,155,0.17829610266368667
moonshotai/Kimi-K3,156,0.1776583878905127
moonshotai/Kimi-K3,157,0.17762786289650068
moonshotai/Kimi-K3,158,0.17756580120837517
moonshotai/Kimi-K3,159,0.17706733872591895
moonshotai/Kimi-K3,160,0.1853564960360936
moonshotai/Kimi-K3,161,0.18466150097189504
moonshotai/Kimi-K3,162,0.1844030403098711
moonshotai/Kimi-K3,163,0.18382073546017907
moonshotai/Kimi-K3,164,0.18328356418910263
moonshotai/Kimi-K3,165,0.18309415530460948
moonshotai/Kimi-K3,166,0.18259510601208007
